,bestVendorBuylist,bestVendorBuylistPrice,countForTrade,date,fair_price,lowestPrice,lowestPriceVendor,name,percentageChangeSinceOneWeekAgo,setName
4791,ABUGames,0.02,0,2019-11-301130,0.07,0.07,TCG Player,Embereth Paladin,0.0,Throne_of_Eldraine_Foil
4792,UNDEFINED,0.0,0,2019-11-301130,0.93,0.25,Card Kingdom,Embereth Shieldbreaker,0.0,Throne_of_Eldraine_Foil
4793,UNDEFINED,0.0,0,2019-11-301130,0.0,999999.0,Unknown,Embereth Skyblazer,,Throne_of_Eldraine_Foil
4794,CoolStuff,50.0,0,2019-11-301130,5.49,5.49,TCG Player,"Emry, Lurker of the Loch",0.9191123843193052,Throne_of_Eldraine_Foil
4795,ABUGames,0.03,0,2019-11-301130,0.1,0.1,TCG Player,Enchanted Carriage,0.0,Throne_of_Eldraine_Foil
4796,Card Kingdom,0.06,0,2019-11-301130,0.2,0.2,TCG Player,Epic Downfall,5.263160705566406,Throne_of_Eldraine_Foil
4797,ABUGames,2.39,0,2019-11-301130,0.24,0.24,TCG Player,Escape to the Wilds,-11.111116409301758,Throne_of_Eldraine_Foil
4798,ABUGames,0.02,0,2019-11-301130,0.09,0.09,TCG Player,Eye Collector,125.00001525878906,Throne_of_Eldraine_Foil
4799,CoolStuff,60.0,0,2019-11-301130,21.78,21.78,TCG Player,Fabled Passage,6.243906021118164,Throne_of_Eldraine_Foil
4800,Card Kingdom,0.5,0,2019-11-301130,1.56,1.49,StrikeZone,Fae of Wishes,-13.812154769897461,Throne_of_Eldraine_Foil
4801,ABUGames,0.62,0,2019-11-301130,2.27,1.29,StrikeZone,Faeburrow Elder,-10.27667999267578,Throne_of_Eldraine_Foil
4802,UNDEFINED,0.0,0,2019-11-301130,0.0,999999.0,Unknown,Faerie Formation,,Throne_of_Eldraine_Foil
4803,UNDEFINED,0.0,0,2019-11-301130,0.18,0.25,Card Kingdom,Faerie Guidemother,0.0,Throne_of_Eldraine_Foil
4804,Card Kingdom,0.06,0,2019-11-301130,0.2,0.2,TCG Player,Faerie Vandal,5.263160705566406,Throne_of_Eldraine_Foil
4805,ABUGames,3.54,0,2019-11-301130,0.53,0.49,Card Kingdom,Feasting Troll King,-32.911399841308594,Throne_of_Eldraine_Foil
4806,UNDEFINED,0.0,0,2019-11-301130,0.07,0.07,TCG Player,Fell the Pheasant,75.00000762939453,Throne_of_Eldraine_Foil
4807,ABUGames,0.03,0,2019-11-301130,0.11,0.11,TCG Player,Ferocity of the Wilds,-8.333332061767576,Throne_of_Eldraine_Foil
4808,UNDEFINED,0.0,0,2019-11-301130,0.0,999999.0,Unknown,Fertile Footsteps,,Throne_of_Eldraine_Foil
4809,StrikeZone,1.0,0,2019-11-301130,2.13,2.13,TCG Player,Fervent Champion,-13.0612211227417,Throne_of_Eldraine_Foil
4810,UNDEFINED,0.0,0,2019-11-301130,0.01,0.01,TCG Player,Festive Funeral,-50.0,Throne_of_Eldraine_Foil
4811,ABUGames,0.02,0,2019-11-301130,0.07,0.07,TCG Player,Fierce Witchstalker,0.0,Throne_of_Eldraine_Foil
4812,ABUGames,0.03,0,2019-11-301130,0.11,0.11,TCG Player,Fireborn Knight,9.999998092651367,Throne_of_Eldraine_Foil
4813,ChannelFireball,2.0,0,2019-11-301130,3.11,3.11,TCG Player,Fires of Invention,-4.892969131469728,Throne_of_Eldraine_Foil
4814,UNDEFINED,0.0,0,2019-11-301130,0.15,0.25,Card Kingdom,Flaxen Intruder,-71.15384674072266,Throne_of_Eldraine_Foil
4815,ABUGames,0.02,0,2019-11-301130,0.19,0.19,ABUGames,Fling,0.0,Throne_of_Eldraine_Foil
4816,ABUGames,0.02,0,2019-11-301130,0.08,0.08,TCG Player,Flutterfox,14.285712242126465,Throne_of_Eldraine_Foil
4817,Card Kingdom,0.1,0,2019-11-301130,0.39,0.39,TCG Player,Folio of Fancies,-13.333333969116213,Throne_of_Eldraine_Foil
4818,ABUGames,0.02,0,2019-11-301130,0.09,0.09,TCG Player,Foreboding Fruit,800.0001220703125,Throne_of_Eldraine_Foil
4819,ABUGames,0.03,0,2019-11-301130,0.71,0.49,CoolStuff,Forest,-1.3888957500457757,Throne_of_Eldraine_Foil
4820,ABUGames,0.02,0,2019-11-301130,0.14,0.14,TCG Player,Forever Young,-6.666669845581055,Throne_of_Eldraine_Foil
4821,ABUGames,0.02,0,2019-11-301130,0.06,0.06,TCG Player,Fortifying Provisions,200.0,Throne_of_Eldraine_Foil
4822,UNDEFINED,0.0,0,2019-11-301130,1.31,0.35,Card Kingdom,Foulmire Knight,-0.7575840353965749,Throne_of_Eldraine_Foil
4823,Card Kingdom,0.06,0,2019-11-301130,0.15,0.15,TCG Player,Frogify,15.384624481201172,Throne_of_Eldraine_Foil
4824,CoolStuff,10.0,0,2019-11-301130,1.36,0.99,Card Kingdom,"Gadwick, the Wizened",51.11111450195313,Throne_of_Eldraine_Foil
4825,UNDEFINED,0.0,0,2019-11-301130,0.17,0.25,Card Kingdom,Garenbrig Carver,-59.52380752563477,Throne_of_Eldraine_Foil
4826,UNDEFINED,0.0,0,2019-11-301130,0.05,0.05,TCG Player,Garenbrig Paladin,66.66667175292969,Throne_of_Eldraine_Foil
4827,ABUGames,0.02,0,2019-11-301130,0.04,0.04,TCG Player,Garenbrig Squire,300.0,Throne_of_Eldraine_Foil
4828,UNDEFINED,0.0,0,2019-11-301130,0.0,999999.0,Unknown,Garrison Griffin,,Throne_of_Eldraine_Foil
4829,ChannelFireball,4.0,0,2019-11-301130,6.49,6.49,TCG Player,"Garruk, Cursed Huntsman",-0.15384967625141102,Throne_of_Eldraine_Foil
4830,ABUGames,0.02,0,2019-11-301130,0.06,0.06,TCG Player,Giant's Skewer,0.0,Throne_of_Eldraine_Foil
4831,Card Kingdom,0.1,0,2019-11-301130,0.8,0.49,Card Kingdom,Giant Killer,-8.045975685119629,Throne_of_Eldraine_Foil
4832,ABUGames,0.05,0,2019-11-301130,0.1,0.1,TCG Player,Giant Opportunity,0.0,Throne_of_Eldraine_Foil
4833,UNDEFINED,0.0,0,2019-11-301130,0.0,999999.0,Unknown,Gift of the Fae,,Throne_of_Eldraine_Foil
4834,CoolStuff,15.0,0,2019-11-301130,6.5,6.5,TCG Player,Gilded Goose,10.169489860534668,Throne_of_Eldraine_Foil
4835,ABUGames,0.02,0,2019-11-301130,0.12,0.12,TCG Player,Gingerbread Cabin,-14.28571605682373,Throne_of_Eldraine_Foil
4836,TCG Player,0.28,0,2019-11-301130,1.3,0.75,CoolStuff,Gingerbrute,-12.75168228149414,Throne_of_Eldraine_Foil
4837,ABUGames,0.05,0,2019-11-301130,0.2,0.2,TCG Player,Glass Casket,0.0,Throne_of_Eldraine_Foil
4838,UNDEFINED,0.0,0,2019-11-301130,0.0,999999.0,Unknown,Gluttonous Troll,,Throne_of_Eldraine_Foil
4839,ABUGames,0.03,0,2019-11-301130,0.71,0.29,StrikeZone,Golden Egg,41.999996185302734,Throne_of_Eldraine_Foil
4840,UNDEFINED,0.0,0,2019-11-301130,0.0,999999.0,Unknown,Granted,,Throne_of_Eldraine_Foil
4841,Card Kingdom,0.15,0,2019-11-301130,0.9,0.65,ABUGames,"Grumgully, the Generous",47.540977478027344,Throne_of_Eldraine_Foil
4842,UNDEFINED,0.0,0,2019-11-301130,0.0,999999.0,Unknown,Haggle,,Throne_of_Eldraine_Foil
4843,CoolStuff,5.0,0,2019-11-301130,0.27,0.27,TCG Player,Happily Ever After,-3.571424961090088,Throne_of_Eldraine_Foil
4844,CoolStuff,10.0,0,2019-11-301130,1.77,1.29,StrikeZone,Harmonious Archon,77.0,Throne_of_Eldraine_Foil
4845,UNDEFINED,0.0,0,2019-11-301130,0.0,999999.0,Unknown,Harvest Fear,,Throne_of_Eldraine_Foil
4846,UNDEFINED,0.0,0,2019-11-301130,0.0,999999.0,Unknown,Heart's Desire,,Throne_of_Eldraine_Foil
4847,ABUGames,0.02,0,2019-11-301130,0.81,0.19,ABUGames,Henge Walker,3950.00048828125,Throne_of_Eldraine_Foil
4848,Card Kingdom,0.1,0,2019-11-301130,0.46,0.46,TCG Player,Heraldic Banner,4.545456886291504,Throne_of_Eldraine_Foil
4849,CoolStuff,12.0,0,2019-11-301130,1.12,1.12,TCG Player,Hushbringer,16.666669845581055,Throne_of_Eldraine_Foil
4850,UNDEFINED,0.0,0,2019-11-301130,1.4,0.25,Card Kingdom,Hypnotic Sprite,0.0,Throne_of_Eldraine_Foil
4851,ABUGames,0.02,0,2019-11-301130,0.08,0.08,TCG Player,Idyllic Grange,-11.111116409301758,Throne_of_Eldraine_Foil
4852,Card Kingdom,0.06,0,2019-11-301130,0.39,0.3,ABUGames,Improbable Alliance,62.5,Throne_of_Eldraine_Foil
4853,ABUGames,0.03,0,2019-11-301130,0.09,0.09,TCG Player,Inquisitive Puppet,12.500007629394533,Throne_of_Eldraine_Foil
4854,ABUGames,0.02,0,2019-11-301130,0.06,0.06,TCG Player,Insatiable Appetite,19.999996185302734,Throne_of_Eldraine_Foil
4855,Card Kingdom,0.08,0,2019-11-301130,0.42,0.38,ABUGames,Inspiring Veteran,-2.325586080551147,Throne_of_Eldraine_Foil
4856,ChannelFireball,0.5,0,2019-11-301130,0.98,0.98,TCG Player,Into the Story,-23.43749618530273,Throne_of_Eldraine_Foil
4857,CoolStuff,5.0,0,2019-11-301130,0.42,0.42,TCG Player,Irencrag Feat,61.5384635925293,Throne_of_Eldraine_Foil
4858,CoolStuff,5.0,0,2019-11-301130,0.64,0.64,TCG Player,Irencrag Pyromancer,-31.18279838562012,Throne_of_Eldraine_Foil
4859,Card Kingdom,0.08,0,2019-11-301130,0.49,0.49,CoolStuff,Island,-49.484535217285156,Throne_of_Eldraine_Foil
4860,ABUGames,0.03,0,2019-11-301130,0.04,0.04,TCG Player,Joust,-20.000003814697266,Throne_of_Eldraine_Foil
4861,ABUGames,0.02,0,2019-11-301130,0.05,0.05,TCG Player,Jousting Dummy,-16.666664123535153,Throne_of_Eldraine_Foil
4862,ABUGames,0.03,0,2019-11-301130,0.87,0.24,ABUGames,Keeper of Fables,770.0,Throne_of_Eldraine_Foil
4863,Card Kingdom,0.1,0,2019-11-301130,0.41,0.49,Card Kingdom,Kenrith's Transformation,-18.0,Throne_of_Eldraine_Foil
4864,ABUGames,1.4,0,2019-11-301130,8.43,7.88,StrikeZone,"Kenrith, the Returned King",0.0,Throne_of_Eldraine_Foil
4865,ABUGames,0.02,0,2019-11-301130,0.04,0.04,TCG Player,Knight of the Keep,300.0,Throne_of_Eldraine_Foil
4866,UNDEFINED,0.0,0,2019-11-301130,0.0,999999.0,Unknown,Knights' Charge,,Throne_of_Eldraine_Foil
4867,StrikeZone,12.0,0,2019-11-301130,18.49,18.49,TCG Player,"Korvold, Fae-Cursed King",16.070302963256836,Throne_of_Eldraine_Foil
4868,ABUGames,0.02,0,2019-11-301130,0.04,0.04,TCG Player,Lash of Thorns,100.0,Throne_of_Eldraine_Foil
4869,CoolStuff,5.0,0,2019-11-301130,0.36,0.36,TCG Player,"Linden, the Steadfast Queen",0.0,Throne_of_Eldraine_Foil
4870,ABUGames,0.03,0,2019-11-301130,0.09,0.09,TCG Player,Loch Dragon,12.500007629394533,Throne_of_Eldraine_Foil
4871,CoolStuff,4.0,0,2019-11-301130,0.34,0.34,TCG Player,Lochmere Serpent,-2.857140302658081,Throne_of_Eldraine_Foil
4872,ABUGames,0.02,0,2019-11-301130,0.19,0.19,ABUGames,Locthwain Gargoyle,0.0,Throne_of_Eldraine_Foil
4873,ABUGames,0.02,0,2019-11-301130,0.06,0.06,TCG Player,Locthwain Paladin,50.0,Throne_of_Eldraine_Foil
4874,UNDEFINED,0.0,0,2019-11-301130,0.25,0.25,Card Kingdom,Lonesome Unicorn,-50.98038864135742,Throne_of_Eldraine_Foil
4875,ABUGames,0.03,0,2019-11-301130,0.08,0.08,TCG Player,Lost Legion,100.0,Throne_of_Eldraine_Foil
4876,CoolStuff,2.5,0,2019-11-301130,2.34,1.49,Card Kingdom,Lovestruck Beast,0.4291841685771941,Throne_of_Eldraine_Foil
4877,ChannelFireball,0.25,0,2019-11-301130,0.38,0.38,TCG Player,Lucky Clover,-45.71428680419922,Throne_of_Eldraine_Foil
4878,UNDEFINED,0.0,0,2019-11-301130,0.0,999999.0,Unknown,Mace of the Valiant,,Throne_of_Eldraine_Foil
4879,ABUGames,0.03,0,2019-11-301130,0.05,0.05,TCG Player,Mad Ratter,0.0,Throne_of_Eldraine_Foil
4880,ABUGames,0.02,0,2019-11-301130,0.19,0.19,ABUGames,Malevolent Noble,0.0,Throne_of_Eldraine_Foil
4881,ABUGames,0.02,0,2019-11-301130,0.1,0.1,TCG Player,Mantle of Tides,42.85714340209961,Throne_of_Eldraine_Foil
4882,Card Kingdom,0.06,0,2019-11-301130,0.21,0.21,TCG Player,Maraleaf Pixie,16.666658401489258,Throne_of_Eldraine_Foil
4883,ABUGames,0.02,0,2019-11-301130,0.08,0.08,TCG Player,Maraleaf Rider,0.0,Throne_of_Eldraine_Foil
4884,UNDEFINED,0.0,0,2019-11-301130,0.25,0.25,Card Kingdom,Memory Theft,4.166668891906738,Throne_of_Eldraine_Foil
4885,Card Kingdom,0.05,0,2019-11-301130,0.28,0.29,Card Kingdom,Merchant of the Vale,3.703700065612793,Throne_of_Eldraine_Foil
4886,Card Kingdom,0.06,0,2019-11-301130,0.25,0.29,StrikeZone,Merfolk Secretkeeper,0.0,Throne_of_Eldraine_Foil
4887,UNDEFINED,0.0,0,2019-11-301130,0.0,999999.0,Unknown,Mesmeric Glare,,Throne_of_Eldraine_Foil
4888,ChannelFireball,0.25,0,2019-11-301130,0.56,0.49,Card Kingdom,Midnight Clock,-35.63218307495117,Throne_of_Eldraine_Foil
4889,CoolStuff,15.0,0,2019-11-301130,2.55,1.99,StrikeZone,Mirrormade,2.822577953338623,Throne_of_Eldraine_Foil
4890,ABUGames,0.02,0,2019-11-301130,0.04,0.04,TCG Player,Mistford River Turtle,300.0,Throne_of_Eldraine_Foil
4891,ABUGames,0.02,0,2019-11-301130,0.05,0.05,TCG Player,Moonlit Scavengers,400.0,Throne_of_Eldraine_Foil
4892,ABUGames,0.03,0,2019-11-301130,0.71,0.49,CoolStuff,Mountain,0.0,Throne_of_Eldraine_Foil
4893,Card Kingdom,3.6,0,2019-11-301130,11.27,8.99,Card Kingdom,Murderous Rider,-0.353668987751007,Throne_of_Eldraine_Foil
4894,ABUGames,0.03,0,2019-11-301130,0.06,0.06,TCG Player,Mysterious Pathlighter,-14.28571605682373,Throne_of_Eldraine_Foil
4895,ChannelFireball,3.0,0,2019-11-301130,4.99,4.99,ABUGames,Mystic Sanctuary,-3.667954683303833,Throne_of_Eldraine_Foil
4896,StrikeZone,4.0,0,2019-11-301130,6.24,6.24,TCG Player,Mystical Dispute,1.134516954421997,Throne_of_Eldraine_Foil
4897,UNDEFINED,0.0,0,2019-11-301130,0.0,999999.0,Unknown,Oaken Boon,,Throne_of_Eldraine_Foil
4898,Card Kingdom,0.1,0,2019-11-301130,0.45,0.24,ABUGames,Oakhame Adversary,-25.0000057220459,Throne_of_Eldraine_Foil
4899,UNDEFINED,0.0,0,2019-11-301130,0.27,0.25,Card Kingdom,Oakhame Ranger,0.0,Throne_of_Eldraine_Foil
4900,CoolStuff,4.0,0,2019-11-301130,0.27,0.27,TCG Player,Oathsworn Knight,-6.896544933319093,Throne_of_Eldraine_Foil
4901,UNDEFINED,0.0,0,2019-11-301130,0.04,0.04,TCG Player,Ogre Errant,33.333335876464844,Throne_of_Eldraine_Foil
4902,UNDEFINED,0.0,0,2019-11-301130,0.0,999999.0,Unknown,Oko's Accomplices,,Throne_of_Eldraine_Foil
4903,UNDEFINED,0.0,0,2019-11-301130,0.0,999999.0,Unknown,Oko's Hospitality,,Throne_of_Eldraine_Foil
4904,CoolStuff,60.0,0,2019-11-301130,69.88,69.88,TCG Player,"Oko, Thief of Crowns",36.53770446777344,Throne_of_Eldraine_Foil
4905,TCG Player,1.34,0,2019-11-301130,2.28,0.99,Card Kingdom,"Oko, the Trickster",0.0,Throne_of_Eldraine_Foil
4906,UNDEFINED,0.0,0,2019-11-301130,0.0,999999.0,Unknown,On Alert,,Throne_of_Eldraine_Foil
4907,CoolStuff,40.0,0,2019-11-301130,14.0,14.0,TCG Player,Once Upon a Time,3.7805800437927233,Throne_of_Eldraine_Foil
4908,ABUGames,0.03,0,2019-11-301130,0.24,0.24,ABUGames,Once and Future,41.17646408081055,Throne_of_Eldraine_Foil
4909,CoolStuff,3.0,0,2019-11-301130,0.23,0.23,TCG Player,Opportunistic Dragon,-17.857141494750977,Throne_of_Eldraine_Foil
4910,Card Kingdom,0.38,0,2019-11-301130,0.68,0.68,TCG Player,Opt,38.77550888061523,Throne_of_Eldraine_Foil
4911,UNDEFINED,0.0,0,2019-11-301130,1.43,0.33,StrikeZone,Order of Midnight,0.0,Throne_of_Eldraine_Foil
4912,ABUGames,0.02,0,2019-11-301130,0.04,0.04,TCG Player,Outflank,-33.333335876464844,Throne_of_Eldraine_Foil
4913,ABUGames,8.58,0,2019-11-301130,1.94,1.94,TCG Player,Outlaws' Merriment,33.793102264404304,Throne_of_Eldraine_Foil
4914,ABUGames,0.02,0,2019-11-301130,0.04,0.04,TCG Player,Outmuscle,-20.000003814697266,Throne_of_Eldraine_Foil
4915,Card Kingdom,0.12,0,2019-11-301130,0.32,0.32,TCG Player,Overwhelmed Apprentice,0.0,Throne_of_Eldraine_Foil
4916,UNDEFINED,0.0,0,2019-11-301130,0.0,999999.0,Unknown,Petty Theft,,Throne_of_Eldraine_Foil
4917,CoolStuff,7.0,0,2019-11-301130,0.31,0.31,TCG Player,Piper of the Swarm,-6.060609340667725,Throne_of_Eldraine_Foil
4918,ABUGames,0.03,0,2019-11-301130,0.2,0.2,TCG Player,Plains,-77.2727279663086,Throne_of_Eldraine_Foil
4919,ABUGames,0.02,0,2019-11-301130,0.8300000000000001,0.19,ABUGames,Prized Griffin,1975.0,Throne_of_Eldraine_Foil
4920,UNDEFINED,0.0,0,2019-11-301130,0.0,999999.0,Unknown,Profane Insight,,Throne_of_Eldraine_Foil
4921,ABUGames,0.02,0,2019-11-301130,0.19,0.19,ABUGames,Prophet of the Peak,0.0,Throne_of_Eldraine_Foil
4922,UNDEFINED,0.0,0,2019-11-301130,0.26,0.25,Card Kingdom,Queen of Ice,85.71427917480469,Throne_of_Eldraine_Foil
4923,CoolStuff,18.0,0,2019-11-301130,22.0,22.0,TCG Player,Questing Beast,-1.785712718963623,Throne_of_Eldraine_Foil
4924,UNDEFINED,0.0,0,2019-11-301130,0.0,999999.0,Unknown,Rage of Winter,,Throne_of_Eldraine_Foil
4925,ABUGames,0.02,0,2019-11-301130,0.07,0.07,TCG Player,Raging Redcap,133.33334350585938,Throne_of_Eldraine_Foil
4926,ABUGames,0.03,0,2019-11-301130,0.07,0.07,TCG Player,Rally for the Throne,0.0,Throne_of_Eldraine_Foil
4927,ABUGames,0.05,0,2019-11-301130,0.28,0.25,Card Kingdom,Rampart Smasher,0.0,Throne_of_Eldraine_Foil
4928,CoolStuff,40.0,0,2019-11-301130,11.34,11.34,TCG Player,"Rankle, Master of Pranks",16.546770095825195,Throne_of_Eldraine_Foil
4929,StrikeZone,1.0,0,2019-11-301130,3.08,2.49,Card Kingdom,Realm-Cloaked Giant,-20.41343688964844,Throne_of_Eldraine_Foil
4930,UNDEFINED,0.0,0,2019-11-301130,0.17,0.25,Card Kingdom,Reaper of Night,-59.52380752563477,Throne_of_Eldraine_Foil
4931,ABUGames,0.02,0,2019-11-301130,0.8300000000000001,0.19,ABUGames,Reave Soul,2666.666748046875,Throne_of_Eldraine_Foil
4932,ABUGames,0.03,0,2019-11-301130,0.09,0.09,TCG Player,Redcap Melee,-18.181814193725586,Throne_of_Eldraine_Foil
4933,ABUGames,0.02,0,2019-11-301130,0.05,0.05,TCG Player,Redcap Raiders,0.0,Throne_of_Eldraine_Foil
4934,ABUGames,0.03,0,2019-11-301130,0.09,0.09,TCG Player,Resolute Rider,0.0,Throne_of_Eldraine_Foil
4935,ABUGames,0.13,0,2019-11-301130,0.91,0.75,ABUGames,Return of the Wildspeaker,42.18750762939453,Throne_of_Eldraine_Foil
4936,ABUGames,0.03,0,2019-11-301130,0.2,0.2,TCG Player,Return to Nature,11.11110782623291,Throne_of_Eldraine_Foil
4937,Card Kingdom,0.08,0,2019-11-301130,0.36,0.3,ABUGames,Revenge of Ravens,50.0000114440918,Throne_of_Eldraine_Foil
4938,UNDEFINED,0.0,0,2019-11-301130,0.0,999999.0,Unknown,Rider in Need,,Throne_of_Eldraine_Foil
4939,ABUGames,0.05,0,2019-11-301130,0.09,0.09,TCG Player,Righteousness,-9.999998092651367,Throne_of_Eldraine_Foil
4940,UNDEFINED,0.0,0,2019-11-301130,0.43,0.25,Card Kingdom,Rimrock Knight,186.66665649414062,Throne_of_Eldraine_Foil
4941,Card Kingdom,3.0,0,2019-11-301130,3.77,3.77,TCG Player,Robber of the Rich,-8.716710090637207,Throne_of_Eldraine_Foil
4942,UNDEFINED,0.0,0,2019-11-301130,0.26,0.25,Card Kingdom,Rosethorn Acolyte,-33.333335876464844,Throne_of_Eldraine_Foil
4943,ABUGames,0.02,0,2019-11-301130,0.05,0.05,TCG Player,Rosethorn Halberd,-28.57142639160156,Throne_of_Eldraine_Foil
4944,ABUGames,0.02,0,2019-11-301130,0.05,0.05,TCG Player,Roving Keep,66.66667175292969,Throne_of_Eldraine_Foil
4945,UNDEFINED,0.0,0,2019-11-301130,0.0,999999.0,Unknown,Rowan's Battleguard,,Throne_of_Eldraine_Foil
4946,UNDEFINED,0.0,0,2019-11-301130,0.0,999999.0,Unknown,Rowan's Stalwarts,,Throne_of_Eldraine_Foil
4947,StrikeZone,2.0,0,2019-11-301130,2.17,0.99,Card Kingdom,"Rowan, Fearless Sparkmage",-28.14569091796875,Throne_of_Eldraine_Foil
4948,ABUGames,0.02,0,2019-11-301130,0.05,0.05,TCG Player,Run Away Together,-44.4444465637207,Throne_of_Eldraine_Foil
4949,ABUGames,0.03,0,2019-11-301130,0.8300000000000001,0.24,ABUGames,Sage of the Falls,4050.0,Throne_of_Eldraine_Foil
4950,ABUGames,0.05,0,2019-11-301130,0.2,0.2,TCG Player,Savvy Hunter,17.647058486938477,Throne_of_Eldraine_Foil
4951,UNDEFINED,0.0,0,2019-11-301130,0.19,0.25,Card Kingdom,Scalding Cauldron,0.0,Throne_of_Eldraine_Foil
4952,ABUGames,0.02,0,2019-11-301130,0.08,0.08,TCG Player,Scorching Dragonfire,0.0,Throne_of_Eldraine_Foil
4953,UNDEFINED,0.0,0,2019-11-301130,0.04,0.04,TCG Player,Searing Barrage,33.333335876464844,Throne_of_Eldraine_Foil
4954,UNDEFINED,0.0,0,2019-11-301130,0.0,999999.0,Unknown,Seasonal Ritual,,Throne_of_Eldraine_Foil
4955,Card Kingdom,0.12,0,2019-11-301130,0.79,0.45,ABUGames,Seven Dwarves,-15.053762435913086,Throne_of_Eldraine_Foil
4956,ABUGames,0.03,0,2019-11-301130,0.32,0.24,ABUGames,Shambling Suit,-3.0303092002868652,Throne_of_Eldraine_Foil
4957,UNDEFINED,0.0,0,2019-11-301130,0.26,0.25,Card Kingdom,Shepherd of the Flock,-3.7037112712860094,Throne_of_Eldraine_Foil
4958,UNDEFINED,0.0,0,2019-11-301130,0.0,999999.0,Unknown,Shield's Might,,Throne_of_Eldraine_Foil
4959,UNDEFINED,0.0,0,2019-11-301130,0.0,999999.0,Unknown,Shimmer Dragon,,Throne_of_Eldraine_Foil
4960,ABUGames,0.03,0,2019-11-301130,0.07,0.07,TCG Player,Shinechaser,39.999996185302734,Throne_of_Eldraine_Foil
4961,ABUGames,0.02,0,2019-11-301130,0.03,0.03,TCG Player,Shining Armor,-25.0,Throne_of_Eldraine_Foil
4962,ABUGames,0.02,0,2019-11-301130,0.19,0.19,ABUGames,Signpost Scarecrow,0.0,Throne_of_Eldraine_Foil
4963,ABUGames,0.02,0,2019-11-301130,0.07,0.07,TCG Player,Silverflame Ritual,0.0,Throne_of_Eldraine_Foil
4964,UNDEFINED,0.0,0,2019-11-301130,0.17,0.25,Card Kingdom,Silverflame Squire,0.0,Throne_of_Eldraine_Foil
4965,UNDEFINED,0.0,0,2019-11-301130,0.0,999999.0,Unknown,Silverwing Squadron,,Throne_of_Eldraine_Foil
4966,UNDEFINED,0.0,0,2019-11-301130,0.85,0.25,Card Kingdom,Skullknocker Ogre,2733.33349609375,Throne_of_Eldraine_Foil
4967,Card Kingdom,0.08,0,2019-11-301130,0.15,0.15,TCG Player,Slaying Fire,-11.764702796936035,Throne_of_Eldraine_Foil
4968,UNDEFINED,0.0,0,2019-11-301130,0.26,0.25,Card Kingdom,Smitten Swordmaster,0.0,Throne_of_Eldraine_Foil
4969,ABUGames,0.02,0,2019-11-301130,0.09,0.09,TCG Player,So Tiny,125.00001525878906,Throne_of_Eldraine_Foil
4970,ABUGames,0.03,0,2019-11-301130,0.06,0.06,TCG Player,Sorcerer's Broom,-14.28571605682373,Throne_of_Eldraine_Foil
4971,CoolStuff,7.5,0,2019-11-301130,0.96,0.69,StrikeZone,Sorcerous Spyglass,41.17646408081055,Throne_of_Eldraine_Foil
4972,ABUGames,0.03,0,2019-11-301130,0.24,0.24,ABUGames,Specter's Shriek,0.0,Throne_of_Eldraine_Foil
4973,ABUGames,0.03,0,2019-11-301130,0.06,0.06,TCG Player,Spinning Wheel,-14.28571605682373,Throne_of_Eldraine_Foil
4974,UNDEFINED,0.0,0,2019-11-301130,0.19,0.25,Card Kingdom,Sporecap Spider,0.0,Throne_of_Eldraine_Foil
4975,UNDEFINED,0.0,0,2019-11-301130,0.0,999999.0,Unknown,Steelbane Hydra,,Throne_of_Eldraine_Foil
4976,ABUGames,0.03,0,2019-11-301130,0.1,0.1,TCG Player,Steelclaw Lance,-16.666664123535153,Throne_of_Eldraine_Foil
4977,ABUGames,0.02,0,2019-11-301130,0.05,0.05,TCG Player,Steelgaze Griffin,400.0,Throne_of_Eldraine_Foil
4978,CoolStuff,3.5,0,2019-11-301130,0.26,0.26,TCG Player,Stolen by the Fae,-7.142861366271973,Throne_of_Eldraine_Foil
4979,UNDEFINED,0.0,0,2019-11-301130,0.0,999999.0,Unknown,Stomp,,Throne_of_Eldraine_Foil
4980,CoolStuff,14.0,0,2019-11-301130,5.95,5.95,TCG Player,Stonecoil Serpent,-0.6677790284156789,Throne_of_Eldraine_Foil
4981,CoolStuff,4.0,0,2019-11-301130,0.64,0.64,TCG Player,Stormfist Crusader,-14.666668891906738,Throne_of_Eldraine_Foil
4982,ABUGames,0.08,0,2019-11-301130,0.19,0.19,TCG Player,Sundering Stroke,-9.523807525634766,Throne_of_Eldraine_Foil
4983,ABUGames,0.03,0,2019-11-301130,0.71,0.49,CoolStuff,Swamp,-1.3888957500457757,Throne_of_Eldraine_Foil
4984,UNDEFINED,0.0,0,2019-11-301130,0.0,999999.0,Unknown,Swift End,,Throne_of_Eldraine_Foil
4985,ABUGames,0.03,0,2019-11-301130,0.14,0.14,TCG Player,"Syr Alin, the Lion's Claw",-6.666669845581055,Throne_of_Eldraine_Foil
4986,Card Kingdom,0.06,0,2019-11-301130,0.21,0.21,TCG Player,"Syr Carah, the Bold",-8.695656776428223,Throne_of_Eldraine_Foil
4987,ABUGames,0.03,0,2019-11-301130,0.1,0.1,TCG Player,"Syr Elenora, the Discerning",11.11110782623291,Throne_of_Eldraine_Foil
4988,ABUGames,0.05,0,2019-11-301130,0.21,0.21,TCG Player,"Syr Faren, the Hengehammer",10.52631378173828,Throne_of_Eldraine_Foil
